request_id,type,ttft_ms,tokens_received,total_ms,error
2,short,1051.9977980002295,128,8884.236906000297,
20,short,1050.843884000642,128,8883.63907600069,
31,short,1050.145473000157,128,8883.381375999306,
15,short,1051.2586219992954,128,8884.986426000978,
12,short,1051.46646600042,128,8885.65382500019,
26,short,1050.635339001019,128,8885.274434000166,
29,short,1051.8509430003178,128,8885.60692000101,
0,short,1055.2555559988832,128,8889.345407998917,
45,short,1050.892600997031,128,8885.362713997893,
24,short,1052.2414719998778,128,8887.057343999913,
25,short,1052.177520999976,128,8887.329883000348,
13,short,1053.0056160023378,128,8888.645566003106,
27,short,1052.1677399992768,128,8888.258251998195,
40,short,1051.4546869999322,128,8888.018834997638,
36,short,1051.6806850027933,128,8893.243384001835,
5,short,1053.6722100005136,128,8895.50073600185,
21,short,1052.6961299983668,128,8894.913716998417,
47,short,1051.1298150013317,128,8893.58272499885,
17,short,1052.9928420000942,128,8895.641699000407,
10,short,1053.4684350022872,128,8896.308104001946,
22,short,1052.783418999752,128,8895.99750799971,
41,short,1051.6735169985623,128,8895.10891700047,
28,short,1052.491780003038,128,8896.139361000678,
8,short,1053.7319770010072,128,8897.578078998777,
39,short,1051.8842279998353,128,8896.102611997776,
44,short,1051.6315499990014,128,8896.121366000443,
9,short,1053.8343590014847,128,8898.539778001577,
32,short,1052.4323639983777,128,8897.499224000057,
14,short,1053.664506001951,128,8898.98490500127,
35,short,1052.3567519994685,128,8897.871508001117,
23,short,1053.1537999995635,128,8898.86043899969,
16,short,1054.8409759976494,128,8899.655359997269,
38,short,1053.6329780006781,128,8898.681203001615,
11,short,1055.330151997623,128,8900.591146997613,
42,short,1053.5178090030968,128,8898.981526999705,
33,short,1054.009456998756,128,8899.843930001225,
37,short,1053.8183429998753,128,8899.860789999366,
7,short,1055.736075999448,128,8901.993559000402,
4,short,1056.0353540022334,128,8902.639766001812,
46,short,1053.429543000675,128,8900.295826999354,
18,short,1055.242331000045,128,8902.32233200004,
3,short,1056.3831589970505,128,8903.676596997684,
1,short,1056.726326001808,128,8904.392806001852,
30,short,1054.729789000703,128,8902.624583999568,
43,short,1054.0620339997986,128,8902.183389000129,
6,short,1056.3082830012718,128,8904.75379000054,
34,short,1054.5879259989306,128,8903.294870000536,
19,short,1055.5667110020295,128,8904.486250001355,
97,short,216.6440330001933,128,8101.170071000524,
98,short,216.22601299895905,128,8101.097680999374,
99,short,215.71582999968086,128,8100.853462001396,
100,short,215.26449900193256,128,8100.656088001415,
101,short,214.81752500039875,128,8100.471515001118,
102,short,214.37066400176263,128,8100.273054998979,
103,short,214.04591200189316,128,8100.190207002015,
104,short,213.67281600032584,128,8100.045786002738,
105,short,213.3274280022306,128,8099.928634001117,
106,short,212.98996699988493,128,8099.816227997508,
107,short,212.4742999985756,128,8103.438431000541,
108,short,214.53029600161244,128,8103.236918999755,
109,short,214.07567899950664,128,8103.008455000236,
110,short,209.11712199813337,128,8098.282994997135,
111,short,208.83437700103968,128,8098.22961700047,
112,short,208.49466800063965,128,8098.0854610024835,
113,short,208.27049999934388,128,8098.098635000497,
114,short,208.10471400181996,128,8098.202993001905,
115,short,207.91584999824408,128,8098.2672609970905,
96,short,220.56012200118857,128,8111.169522999262,
116,short,207.54350700008217,128,8098.378178998246,
117,short,207.3511269991286,128,8098.415995998948,
118,short,207.14968199899886,128,8098.533254000358,
119,short,206.95282599990605,128,8098.5726049984805,
120,short,206.58079700297094,128,8098.430489000748,
121,short,206.28968899836764,128,8098.376179001207,
122,short,206.03013900108635,128,8098.368402999768,
123,short,205.72258200263605,128,8098.319229000481,
124,short,205.46754200040596,128,8098.298958000669,
125,short,205.3225380004733,128,8098.3983789992635,
126,short,205.13924999977462,128,8098.435027997766,
127,short,204.75617699776194,128,8098.28160699908,
128,short,204.46601699950406,128,8098.234567001782,
129,short,204.32935999997426,128,8098.367619000783,
130,short,204.10348199948203,128,8098.378408998542,
131,short,203.75498099747347,128,8098.2755629993335,
132,short,203.54880900049466,128,8098.299158002192,
133,short,203.31722699847887,128,8098.320254997816,
134,short,202.9550150000432,128,8098.2008800019685,
