Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774649678,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1774649679,2,,Aggregated,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,2,0,130.0,142.18960749894904,127.24590200014063,157.13331299775746,0.0
1774649680,4,,Aggregated,0.000000,0.000000,140,140,140,160,160,160,160,160,160,160,160,5,0,140.0,121.56432519914233,50.22251400077948,157.13331299775746,0.0
1774649681,6,,Aggregated,0.000000,0.000000,140,140,140,140,160,160,160,160,160,160,160,8,0,140.0,124.53229149969047,50.22251400077948,157.13331299775746,0.0
1774649682,8,,Aggregated,1.000000,0.000000,120,130,140,140,140,160,160,160,160,160,160,17,0,120.0,96.69667870569837,18.7448590004351,157.13331299775746,0.0
1774649683,10,,Aggregated,1.666667,0.000000,120,120,130,140,140,140,160,160,160,160,160,21,0,120.0,95.4587035235558,13.012818999413867,157.13331299775746,0.0
1774649684,12,,Aggregated,2.250000,0.000000,120,120,140,140,140,140,160,160,160,160,160,30,0,110.0,93.90558166633127,13.012818999413867,157.13331299775746,0.0
1774649685,14,,Aggregated,3.400000,0.000000,110,120,130,140,140,140,160,160,160,160,160,37,0,110.0,88.45788210788128,13.012818999413867,157.13331299775746,0.0
1774649686,16,,Aggregated,3.500000,0.000000,110,120,120,130,140,140,160,160,160,160,160,44,0,110.0,86.27238088626076,13.012818999413867,157.13331299775746,0.0
1774649687,18,,Aggregated,4.285714,0.000000,110,120,120,130,140,140,140,160,160,160,160,54,0,110.0,87.72700757408866,13.012818999413867,157.13331299775746,0.0
1774649689,20,,Aggregated,4.625000,0.000000,110,120,130,140,140,150,160,160,160,160,160,67,0,110.0,85.67691346268394,11.947645998588996,157.13331299775746,0.0
1774649690,22,,Aggregated,4.888889,0.000000,110,120,130,140,140,150,160,160,160,160,160,78,0,110.0,85.29745543581576,11.947645998588996,157.13331299775746,0.0
1774649691,24,,Aggregated,5.400000,0.000000,110,120,130,140,140,170,190,200,200,200,200,94,0,110.0,87.6722166806932,11.947645998588996,200.88623399715289,0.0
1774649692,26,,Aggregated,6.700000,0.000000,120,120,130,140,150,170,200,200,200,200,200,102,0,110.0,90.23252212732497,11.947645998588996,202.80530400123098,0.0
1774649693,28,,Aggregated,7.600000,0.000000,120,130,140,140,160,190,200,220,280,280,280,114,0,110.0,92.3686179999015,11.947645998588996,283.23566199833294,0.0
1774649694,30,,Aggregated,8.900000,0.000000,110,130,140,140,160,190,200,220,280,280,280,131,0,110.0,89.47764095412177,11.565756001800764,283.23566199833294,0.0
1774649695,32,,Aggregated,9.300000,0.000000,110,130,140,140,170,170,200,220,280,280,280,147,0,110.0,91.62563987752502,11.565756001800764,283.23566199833294,0.0
1774649696,34,,Aggregated,9.700000,0.000000,120,130,140,140,170,180,200,220,280,280,280,162,0,110.0,93.91475027158226,11.565756001800764,283.23566199833294,0.0
1774649697,36,,Aggregated,11.700000,0.000000,120,130,140,140,170,180,200,220,280,280,280,176,0,120.0,93.5449922272834,10.764945000119042,283.23566199833294,0.0
1774649698,38,,Aggregated,11.700000,0.000000,110,130,140,140,170,180,200,220,280,280,280,200,0,110.0,90.03820722507953,10.764945000119042,283.23566199833294,0.0
1774649699,40,,Aggregated,13.100000,0.000000,110,130,140,140,160,180,200,210,280,280,280,218,0,110.0,90.90317460097407,10.764945000119042,283.23566199833294,0.0
1774649700,42,,Aggregated,13.100000,0.000000,110,130,140,140,160,180,200,210,280,280,280,235,0,110.0,91.31603614903028,10.764945000119042,283.23566199833294,0.0
1774649701,44,,Aggregated,14.600000,0.000000,110,140,140,150,170,190,220,280,280,280,280,253,0,110.0,93.03815054951735,10.764945000119042,283.23566199833294,0.0
1774649702,46,,Aggregated,15.000000,0.000000,110,130,140,140,170,190,220,280,280,280,280,271,0,110.0,91.31589374180706,10.764945000119042,283.23566199833294,0.0
1774649703,48,,Aggregated,15.700000,0.000000,120,140,140,150,170,200,240,280,290,290,290,293,0,120.0,94.3907483652787,10.764945000119042,288.4883019978588,0.0
1774649704,50,,Aggregated,16.900000,0.000000,120,140,150,150,180,200,230,280,290,290,290,321,0,120.0,95.36230014646632,10.764945000119042,288.4883019978588,0.0
1774649705,50,,Aggregated,16.900000,0.000000,120,140,150,150,180,200,230,280,290,290,290,336,0,120.0,94.98508530360336,10.764945000119042,288.4883019978588,0.0
1774649706,50,,Aggregated,18.900000,0.000000,120,140,150,150,180,200,230,280,290,290,290,360,0,120.0,95.97939366111758,10.764945000119042,288.4883019978588,0.0
1774649707,50,,Aggregated,18.900000,0.000000,120,140,150,150,170,200,230,280,290,290,290,380,0,120.0,94.56970968949463,10.764945000119042,288.4883019978588,0.0
1774649708,50,,Aggregated,18.900000,0.000000,110,140,150,150,170,200,230,280,290,290,290,398,0,110.0,93.61633449497728,10.764945000119042,288.4883019978588,0.0
1774649709,50,,Aggregated,20.300000,0.000000,120,140,150,150,180,210,260,280,300,300,300,421,0,120.0,96.17612154633555,10.764945000119042,301.1532560012711,0.0
1774649710,50,,Aggregated,19.800000,0.000000,120,140,150,150,180,210,260,280,300,300,300,442,0,120.0,95.76519057242066,10.764945000119042,301.1532560012711,0.0
1774649711,50,,Aggregated,19.800000,0.000000,120,140,150,160,180,210,260,280,300,300,300,457,0,120.0,95.82667937421067,10.764945000119042,301.1532560012711,0.0
1774649712,50,,Aggregated,20.300000,0.000000,120,140,150,160,180,210,260,280,300,300,300,474,0,120.0,95.53908772366658,10.764945000119042,301.1532560012711,0.0
1774649713,50,,Aggregated,20.400000,0.000000,110,140,150,150,180,210,260,280,300,300,300,496,0,110.0,94.40331912703421,10.764945000119042,301.1532560012711,0.0
1774649714,50,,Aggregated,20.400000,0.000000,120,140,150,150,180,210,260,280,300,300,300,513,0,120.0,95.33617101366835,10.764945000119042,301.1532560012711,0.0
1774649715,50,,Aggregated,20.200000,0.000000,120,140,150,160,190,230,300,500,800,800,800,539,0,120.0,101.84227392953774,10.764945000119042,797.4244140023075,0.0
1774649716,50,,Aggregated,19.300000,0.000000,110,140,150,160,190,230,300,500,800,800,800,555,0,110.0,101.25196302527387,10.764945000119042,797.4244140023075,0.0
1774649717,50,,Aggregated,19.300000,0.000000,120,140,150,160,180,230,300,500,800,800,800,575,0,120.0,101.29575611655879,10.764945000119042,797.4244140023075,0.0
1774649718,50,,Aggregated,19.700000,0.000000,120,140,150,160,190,230,340,500,800,800,800,594,0,120.0,102.91853310947944,10.764945000119042,797.4244140023075,0.0
1774649719,50,,Aggregated,19.700000,0.000000,120,140,150,160,190,230,330,450,800,800,800,614,0,120.0,104.05389619546686,10.764945000119042,797.4244140023075,0.0
1774649720,50,,Aggregated,19.300000,0.000000,120,140,150,160,190,230,330,450,800,800,800,630,0,120.0,103.43977005557838,10.764945000119042,797.4244140023075,0.0
1774649721,50,,Aggregated,19.300000,0.000000,120,140,150,160,190,230,330,450,800,800,800,650,0,120.0,102.84536928771278,10.764945000119042,797.4244140023075,0.0
1774649722,50,,Aggregated,19.300000,0.000000,120,140,150,160,190,220,300,450,800,800,800,671,0,120.0,102.60313174517583,10.764945000119042,797.4244140023075,0.0
1774649723,50,,Aggregated,19.000000,0.000000,120,140,150,160,190,220,300,450,800,800,800,694,0,120.0,102.53980846255348,10.764945000119042,797.4244140023075,0.0
1774649724,50,,Aggregated,19.700000,0.000000,120,140,150,160,190,220,300,440,800,800,800,710,0,120.0,101.72352843240935,10.764945000119042,797.4244140023075,0.0
1774649725,50,,Aggregated,19.800000,0.000000,120,140,150,160,180,220,300,440,800,800,800,728,0,120.0,101.5359129299633,10.764945000119042,797.4244140023075,0.0
1774649726,50,,Aggregated,19.600000,0.000000,120,140,150,160,180,220,300,440,800,800,800,748,0,120.0,101.04085553743995,10.764945000119042,797.4244140023075,0.0
1774649727,50,,Aggregated,19.600000,0.000000,120,140,150,160,180,220,290,440,800,800,800,765,0,120.0,101.44706176078115,10.764945000119042,797.4244140023075,0.0
1774649728,50,,Aggregated,19.100000,0.000000,120,140,150,160,180,220,290,440,800,800,800,783,0,120.0,100.39665648530239,10.764945000119042,797.4244140023075,0.0
1774649729,50,,Aggregated,19.000000,0.000000,120,140,150,160,180,210,290,430,800,800,800,804,0,120.0,100.42091487063242,10.764945000119042,797.4244140023075,0.0
1774649730,50,,Aggregated,18.900000,0.000000,120,140,150,160,180,210,290,430,800,800,800,824,0,120.0,99.82974489319143,10.730957001214847,797.4244140023075,0.0
1774649731,50,,Aggregated,18.900000,0.000000,120,140,150,160,180,210,290,430,800,800,800,839,0,120.0,99.68263842193221,10.724537998612504,797.4244140023075,0.0
1774649732,50,,Aggregated,19.300000,0.000000,120,140,150,160,180,210,280,430,800,800,800,865,0,120.0,99.61470994566577,10.658596002031118,797.4244140023075,0.0
1774649733,50,,Aggregated,19.000000,0.000000,120,140,150,160,180,210,280,430,800,800,800,884,0,120.0,99.53785819570798,10.658596002031118,797.4244140023075,0.0
