request_id,type,ttft_ms,tokens_received,total_ms,error
26,short,751.5258860003087,128,8584.609425000963,
5,short,752.8391529995133,128,8586.240330998407,
37,short,751.4432860007219,128,8584.737612000026,
11,short,753.0653360008728,128,8586.464514999534,
27,short,752.2444269998232,128,8585.814415000641,
15,short,753.1456069991691,128,8586.777364998852,
2,short,754.0365870008827,128,8587.777834000008,
44,short,751.9754079985432,128,8585.617674998502,
24,short,753.5298180009704,128,8587.0251310007,
39,short,752.7648249997583,128,8590.017647002242,
6,short,754.6642560009786,128,8592.154265999852,
25,short,754.7648510008003,128,8591.435368998646,
41,short,753.9612140026293,128,8590.769311002077,
38,short,754.1715270017448,128,8591.166357000475,
10,short,755.8032199995068,128,8592.981273999612,
33,short,754.4702389968734,128,8591.89148400037,
29,short,754.765301997395,128,8592.382565999287,
17,short,755.4117719992064,128,8593.212886000401,
7,short,756.0508259994094,128,8594.03293199648,
40,short,754.2076530007762,128,8592.370174999814,
0,short,758.1432549995952,128,8596.577585998602,
28,short,754.9505619972479,128,8593.589173997316,
4,short,756.4149780009757,128,8595.282808000775,
34,short,754.7113699984038,128,8593.790316001105,
19,short,755.6224840009236,128,8594.96678400319,
32,short,754.9464679977973,128,8594.544674000645,
16,short,755.9481959979166,128,8595.747654999286,
12,short,756.305193001026,128,8596.366109999508,
23,short,755.6672979990253,128,8595.931773001212,
22,short,756.8866190013068,128,8596.23216700129,
8,short,757.7251190014067,128,8597.251058999973,
46,short,755.5752139996912,128,8595.279096000013,
35,short,756.2118479982018,128,8596.157209998637,
18,short,757.1877660011523,128,8597.323391997634,
9,short,757.7920319999976,128,8598.117026002,
3,short,758.1773229976534,128,8598.740604997147,
42,short,755.9762170021713,128,8596.794921002584,
13,short,757.729892997304,128,8598.73625399996,
47,short,755.8259949983039,128,8597.030122000433,
14,short,757.7944149998075,128,8599.200766002468,
31,short,756.8760789981752,128,8598.634533998847,
30,short,756.9839089992456,128,8598.945999001444,
36,short,756.729226999596,128,8598.888655000337,
20,short,757.7433760015992,128,8600.124928001605,
45,short,756.3954350007407,128,8599.019031000353,
21,short,757.7869439992355,128,8600.611215999379,
43,short,756.616190999921,128,8599.622434001503,
1,short,759.2345089979062,128,8602.952826000546,
96,short,153.4611210008734,128,8045.644646997971,
97,short,232.66083399721538,128,8112.480487998255,
98,short,232.46918500080938,128,8112.510971001029,
99,short,232.96763700273004,128,8112.68883700177,
100,short,232.86196000117343,128,8112.650131999544,
101,short,232.73233299914864,128,8112.606558999687,
102,short,232.88887099988642,128,8114.041643999371,
103,short,232.81393400247907,128,8114.065978999861,
104,short,232.81100199892535,128,8113.991149999492,
105,short,229.46140299973194,128,8110.42940599873,
106,short,229.61886600023718,128,8110.508419998951,
107,short,229.39908700209344,128,8110.363272000541,
108,short,229.68569599834154,128,8110.4526780000015,
109,short,229.61139700055355,128,8110.42739000186,
110,short,229.6694340002432,128,8110.51704700003,
111,short,229.51487300088047,128,8110.486964000302,
112,short,229.41171699858387,128,8110.476936999476,
113,short,229.31724100271822,128,8110.475364002923,
114,short,229.219536002347,128,8110.473676002584,
115,short,229.11167799975374,128,8110.552529997221,
116,short,229.0200419993198,128,8110.494397998991,
117,short,231.5344569979061,128,8110.48555799789,
118,short,231.2527489993954,128,8110.371499999019,
119,short,231.10885599817266,128,8110.459969997464,
120,short,230.8245780004654,128,8110.381415001029,
121,short,230.5811510013882,128,8110.342594998656,
122,short,230.35597600028268,128,8110.3108120005345,
123,short,230.12795800241292,128,8110.345486002188,
124,short,229.97765000036452,128,8110.415660998115,
125,short,229.75804100133246,128,8110.38605000067,
126,short,229.5986469980562,128,8110.413660000631,
127,short,229.4189419990289,128,8111.612803997559,
128,short,229.1740109976672,128,8113.507367997954,
